958;TW;Cet;014854-2053.6;51870.2;0.316849;10.40;0.74;EC(ASAS);01;14;54;-;20;53.6
959;VY;Cet;014933-1937.6;51868.83;0.340812;11.20;0.70;ESD/EC(ASAS);01;14;33;-;19;37.6
960;AQ;Cet;014955-0451.6;52118.2;58.100000;8.56;0.61;MISC(ASAS);01;14;55;-;04;51.6
961;DH;Cet;015034-1739.0;52574.6;222.000000;9.86;1.20;PULS(ASAS);01;15;34;-;17;39.0
962;TX;Cet;015606-0044.3;51904.59;0.740780;10.96;0.50;EC(ASAS);01;15;06;-;00;44.3
963;DL;Cet;015911+0136.7;52104.5;88.886278;11.61;0.43;SRB;01;15;11;+;01;36.7
964;YY;Cet;020012-1812.5;51869.38;0.790440;10.58;1.03;EC(ASAS);02;20;12;-;18;12.5
965;XZ;Cet;020017-1620.7;51870.61;0.823180;9.38;0.44;DCEP-FO(ASAS);02;20;17;-;16;20.7
966;UZ;Cet;020606-1012.7;51994.2;80.900000;9.25;0.33;MISC(ASAS);02;20;06;-;10;12.7
967;DN;Cet;020647+0354.2;52040;46.700000;8.52;0.17;SRB;02;20;47;+;03;54.2
968;RV;Cet;021515-1048.0;51870.9;0.623350;10.62;0.73;RRAB(ASAS);02;21;15;-;10;48.0
969;RW;Cet;021522-1212.4;51868.616;0.975200;10.15;0.28;EA/SD;02;21;22;-;12;12.4
970;RY;Cet;021600-2031.2;52884.3;368.000000;8.68;5.08;M;02;21;00;-;20;31.2
971;DR;Cet;021623+0306.2;51956.4;19.698789;9.24;0.15;SRB;02;21;23;+;03;06.2
972;VZ;Cet;021921-0258.8;53023.8;418.000000;4.89;4.27;MIRA(ASAS);02;21;21;-;02;58.8
973;TY;Cet;022044-1423.4;51868.547;0.323680;11.44;0.46;EW/KE;02;22;44;-;14;23.4
974;TZ;Cet;022243-1012.2;52048.1;60.300000;8.77;0.40;MISC(ASAS);02;22;43;-;10;12.2
975;DT;Cet;022538+0843.2;51921.08;0.994520;9.02;0.13;EB:;02;22;38;+;08;43.2
976;R;Cet;022602-0010.7;52254.9;166.000000;8.19;5.24;MIRA(ASAS);02;22;02;-;00;10.7
977;RZ;Cet;022832-0821.5;51870.64;0.510590;11.41;0.81;RRAB(ASAS);02;22;32;-;08;21.5
978;DU;Cet;023305+1008.2;52057.4;44.161809;10.30;0.19;LB:;02;23;05;+;10;08.2
979;U;Cet;023344-1308.9;52464.3;219.000000;8.14;5.64;MIRA(ASAS);02;23;44;-;13;08.9
980;DW;Cet;023440-0247.7;51991.9;21.020000;8.64;0.15;MISC(ASAS);02;23;40;-;02;47.7
981;DY;Cet;023833-1417.9;51868.79;0.440790;9.47;0.58;EC(ASAS);02;23;33;-;14;17.9
982;VX;Cet;023935-0015.7;52141.854;2.720800;11.61;0.26;EA/SD:;02;23;35;-;00;15.7
983;SS;Cet;024836+0148.4;51923.95;2.974000;9.84;2.45;EA/SD;02;24;36;+;01;48.4
984;EE;Cet;024952+0856.3;51920.16;0.379920;8.71;0.22;EW;02;24;52;+;08;56.3
985;TU;Cet;025922+0316.5;51932.3;4.391600;10.60;1.04;EA/SD;02;25;22;+;03;16.5
986;XY;Cet;025934+0331.1;51931.74;2.780600;8.78;0.52;EA/DM;02;25;34;+;03;31.1
987;EI;Cet;030138+0210.1;51942.8;4.102200;9.07;0.11;ACV:;03;30;38;+;02;10.1
988;X;Cet;031926-0103.9;52274.5;172.000000;8.88;3.92;MIRA(ASAS);03;31;26;-;01;03.9
989;V;Cet;235754-0857.5;52591.9;243.000000;9.98;4.21;MIRA(ASAS);23;35;54;-;08;57.5
990;IQ;CMa;061237-2516.1;51869.39;0.731380;9.15;0.31;EB;06;61;37;-;25;16.1
991;HY;CMa;061239-1648.6;51878.1;4.970200;9.21;0.25;E/RS;06;61;39;-;16;48.6
992;IP;CMa;061254-1745.7;52022.7;74.000000;11.73;0.72;LPB;06;61;54;-;17;45.7
993;TX;CMa;061325-2232.9;51870.44;2.397500;9.58;1.18;EA/SD;06;61;25;-;22;32.9
994;OV;CMa;061552-1208.6;52279.8;101.700000;11.43;0.76;SR:;06;61;52;-;12;08.6
995;EH;CMa;061712-3101.8;52508.1;296.000000;9.30;1.87;M;06;61;12;-;31;01.8
996;TY;CMa;061803-1628.8;52253.5;229.000000;10.91;4.02;M;06;61;03;-;16;28.8
997;UY;CMa;061816-1702.5;52099.9;113.300000;10.50;1.02;SRD;06;61;16;-;17;02.5
998;UZ;CMa;061847-1702.5;51977.8;41.000000;11.03;0.78;SRC;06;61;47;-;17;02.5
999;U;CMa;061851-2610.0;52890.8;306.000000;9.59;2.01;SRA;06;61;51;-;26;10.0
1000;WW;CMa;061951-2139.1;51869.29;2.516300;9.18;0.48;S:;06;61;51;-;21;39.1
1001;OX;CMa;062852-2745.2;52356.3;115.000000;12.21;1.20;SR:;06;62;52;-;27;45.2
1002;IZ;CMa;062909-2606.0;51869.54;0.979189;11.73;0.58;SRB;06;62;09;-;26;06.0
1003;OZ;CMa;062958-1548.1;52333.9;204.000000;10.96;1.97;SR:;06;62;58;-;15;48.1
1004;TU;CMa;063137-2409.9;51869.21;1.127810;9.82;0.38;EA;06;63;37;-;24;09.9
1005;ST;CMa;063222-2244.7;52543.6;296.000000;9.36;3.97;M;06;63;22;-;22;44.7
1006;HS;CMa;063341-1807.6;52143.3;141.500000;10.04;4.39;M;06;63;41;-;18;07.6
1007;KO;CMa;063346-3034.9;52014.9;64.700000;8.36;0.39;LB;06;63;46;-;30;34.9
1008;PR;CMa;063432-2637.9;52562.9;195.000000;11.53;1.00;SR:;06;63;32;-;26;37.9
1009;PS;CMa;063543-2622.4;52046.8;93.700000;11.34;0.69;SR:;06;63;43;-;26;22.4
1010;FG;CMa;063612-1952.2;52108.4;119.800000;11.37;0.57;LB:;06;63;12;-;19;52.2
1011;GK;CMa;063616-1654.8;52110.3;148.500000;11.66;3.01;M;06;63;16;-;16;54.8
1012;FH;CMa;063620-3034.6;51975.8;73.300000;10.58;0.90;M:;06;63;20;-;30;34.6
1013;PT;CMa;063639-1305.3;52283.4;137.300000;11.11;0.82;SR:;06;63;39;-;13;05.3
1014;EL;CMa;063739-2001.3;51869.14;2.628000;12.17;0.86;EA;06;63;39;-;20;01.3
1015;GL;CMa;063828-1656.2;52478.3;173.200000;11.43;0.58;L:;06;63;28;-;16;56.2
1016;GM;CMa;064115-2216.7;52924.6;403.000000;9.58;1.49;SR:;06;64;15;-;22;16.7
1017;GN;CMa;064228-1900.8;53140.6;385.000000;10.18;1.39;LB;06;64;28;-;19;00.8
1018;DY;CMa;064238-1427.3;52358.5;100.400000;9.46;0.57;SR;06;64;38;-;14;27.3
1019;PV;CMa;064503-2522.7;52248.6;194.000000;12.54;0.75;SR:;06;64;03;-;25;22.7
1020;DG;CMa;064613-1845.7;52486.5;198.000000;11.38;3.16;M;06;64;13;-;18;45.7
1021;GO;CMa;064615-1252.9;52369.5;385.000000;9.94;0.77;LB:;06;64;15;-;12;52.9
1022;OO;CMa;064616-2620.3;52706.4;249.000000;11.71;2.81;M:;06;64;16;-;26;20.3
1023;DH;CMa;064641-1245.4;52473.2;229.000000;11.96;1.80;M:;06;64;41;-;12;45.4
1024;EP;CMa;064643-1542.0;52441.5;270.000000;10.79;2.85;M;06;64;43;-;15;42.0
1025;DI;CMa;064722-1239.7;52480.6;309.000000;11.44;4.13;M;06;64;22;-;12;39.7
1026;GI;CMa;064743-1340.0;51884;4.859500;11.27;0.63;RRAB;06;64;43;-;13;40.0
1027;KR;CMa;064850-2025.6;51981.6;55.330000;8.34;0.39;SRB;06;64;50;-;20;25.6
1028;EQ;CMa;064852-1618.0;51871;2.291500;12.09;0.75;EA;06;64;52;-;16;18.0
1029;DK;CMa;064907-1346.4;52067.5;105.700000;11.73;0.37;M:;06;64;07;-;13;46.4
1030;GP;CMa;065246-1209.9;52685.5;421.000000;10.45;2.10;LB:;06;65;46;-;12;09.9
1031;KY;CMa;065302-3146.8;52002.2;80.400000;10.41;0.58;LB;06;65;02;-;31;46.8
1032;GQ;CMa;065401-1313.1;52133.3;74.700000;10.95;0.59;LB:;06;65;01;-;13;13.1
1033;GR;CMa;065507-1409.6;52163.8;125.000000;11.10;0.62;LB;06;65;07;-;14;09.6
1034;DN;CMa;065518-1647.9;52998.2;168.900000;11.78;2.93;M;06;65;18;-;16;47.9
1035;WX;CMa;065521-2338.6;52355.4;239.000000;11.92;1.26;SR;06;65;21;-;23;38.6
1036;GS;CMa;065541-1651.8;52869.9;309.000000;10.39;0.58;LB:;06;65;41;-;16;51.8
1037;BZ;CMa;065645-2553.7;52801.7;343.000000;11.18;2.12;M:;06;65;45;-;25;53.7
1038;X;CMa;065646-2357.9;52064.4;68.900000;8.73;0.82;SRB;06;65;46;-;23;57.9
1039;UU;CMa;065842-1848.8;51869.1;4.332937;10.92;0.83;EA/SD;06;65;42;-;18;48.8
1040;CC;CMa;065858-2349.4;52075;71.100000;11.12;0.74;SR;06;65;58;-;23;49.4
1041;XZ;CMa;070025-2025.9;51872.96;2.557800;12.02;1.00;CEP;07;70;25;-;20;25.9
1042;RV;CMa;070040-1421.0;52229.4;69.900000;9.61;0.59;LB;07;70;40;-;14;21.0
1043;CD;CMa;070045-2441.8;52253.2;127.300000;12.04;0.86;L;07;70;45;-;24;41.8
1044;LR;CMa;070051-2335.8;51906;11.948000;9.30;0.11;ACYG:;07;70;51;-;23;35.8
1045;YY;CMa;070052-1914.5;51885.8;11.223000;10.64;0.35;EA;07;70;52;-;19;14.5
1046;SU;CMa;070123-1902.8;52734.7;264.000000;9.64;2.54;M;07;70;23;-;19;02.8
1047;SV;CMa;070126-1902.0;51991.1;40.780000;9.77;0.42;LB;07;70;26;-;19;02.0
1048;CF;CMa;070252-2617.1;52197.5;103.400000;11.70;0.49;SR;07;70;52;-;26;17.1
1049;Z;CMa;070343-1133.1;52904.4;785.000000;10.00;0.54;INA;07;70;43;-;11;33.1
1050;FQ;CMa;070444-2843.9;51870.95;0.724760;10.98;0.79;EB;07;70;44;-;28;43.9
1051;HV;CMa;070506-1501.0;53495.9;479.000000;12.68;0.91;M;07;70;06;-;15;01.0
1052;AB;CMa;070544-1851.4;51869.8;0.623150;12.26;0.56;RRAB;07;70;44;-;18;51.4
1053;AR;CMa;070556-2441.0;51869.91;2.332200;10.84;0.66;EA;07;70;56;-;24;41.0
1054;LV;CMa;070630-1132.3;51870.68;1.183490;8.64;0.17;EB;07;70;30;-;11;32.3
1055;CL;CMa;070727-2538.7;52717.7;257.000000;11.64;1.22;M:;07;70;27;-;25;38.7
1056;TV;CMa;070915-1347.1;51875;4.670000;10.15;0.74;DCEP;07;70;15;-;13;47.1
1057;CN;CMa;070935-1833.8;51874.83;2.546000;13.21;1.61;CWB:;07;70;35;-;18;33.8
1058;QT;CMa;070955-1431.7;53478.3;462.000000;12.24;1.33;SR:;07;70;55;-;14;31.7
1059;SX;CMa;071008-1614.6;51868.9;1.624270;9.86;0.74;EA/SD;07;71;08;-;16;14.6
1060;SY;CMa;071033-1950.4;52417.8;221.000000;9.06;3.82;M;07;71;33;-;19;50.4
1061;GW;CMa;071108-2907.3;52225.2;106.400000;9.67;0.57;LB;07;71;08;-;29;07.3
1062;GX;CMa;071200-1920.7;51998.3;46.930000;11.34;0.81;L;07;71;00;-;19;20.7
1063;VW;CMa;071225-2530.0;51869.07;0.720810;9.41;0.32;EB/KE;07;71;25;-;25;30.0
1064;RW;CMa;071311-1843.8;51877.2;5.729000;10.80;0.61;DCEP;07;71;11;-;18;43.8
1065;AE;CMa;071349-1822.1;51875.1;3.493000;12.26;0.56;EA/SD:;07;71;49;-;18;22.1
1066;BO;CMa;071349-1941.5;52351.9;117.300000;10.08;0.43;SRB;07;71;49;-;19;41.5
1067;QU;CMa;071355-2549.3;51869.1;0.638820;11.46;0.32;EB;07;71;55;-;25;49.3
1068;CO;CMa;071401-2606.6;52064.1;90.400000;7.68;0.93;SRB;07;71;01;-;26;06.6
1069;MP;CMa;071448-2101.4;51868.92;1.963300;8.33;0.18;EB;07;71;48;-;21;01.4
1070;BQ;CMa;071509-2547.0;52520.8;343.000000;9.93;2.00;M;07;71;09;-;25;47.0
1071;QV;CMa;071525-1749.3;53856.9;709.000000;12.41;2.58;M;07;71;25;-;17;49.3
1072;CQ;CMa;071552-1920.2;52061;61.200000;10.92;0.66;SRB;07;71;52;-;19;20.2
1073;MR;CMa;071559-1754.1;51872.69;1.640600;9.00;0.10;ACV;07;71;59;-;17;54.1
1074;BS;CMa;071625-2548.5;51869.64;0.559940;11.65;0.25;EB/KE;07;71;25;-;25;48.5
1075;RY;CMa;071638-1129.3;51883.9;4.678300;7.77;0.68;DCEP;07;71;38;-;11;29.3
1076;AI;CMa;071640-2430.2;51879.1;3.274700;12.44;1.60;CEP;07;71;40;-;24;30.2
1077;DZ;CMa;071659-1518.4;51873.68;2.311200;11.46;0.75;DCEP;07;71;59;-;15;18.4
1078;DT;CMa;071741-1413.0;52307.7;143.400000;11.66;0.58;LB;07;71;41;-;14;13.0
1079;CT;CMa;071757-2617.5;51869.45;1.751360;12.58;1.06;EA/SD;07;71;57;-;26;17.5
1080;CS;CMa;071805-1837.4;52754.1;135.800000;9.68;0.84;SRB;07;71;05;-;18;37.4
1081;MV;CMa;071810-3005.1;51871.06;1.311260;9.69;0.33;EB;07;71;10;-;30;05.1
1082;MW;CMa;071838-2917.8;51874.9;1.643870;8.66;0.12;ACV;07;71;38;-;29;17.8
1083;IM;CMa;071853-2457.4;51871.36;1.789400;9.55;0.42;ELL:;07;71;53;-;24;57.4
1084;QZ;CMa;071911-2952.5;52759.8;271.000000;12.00;1.92;SR:;07;71;11;-;29;52.5
1085;BT;CMa;071915-2107.9;52845.2;309.000000;11.29;2.11;M;07;71;15;-;21;07.9
1086;DV;CMa;071918-1419.1;52026.8;75.300000;12.65;0.70;SR;07;71;18;-;14;19.1
1087;MY;CMa;072007-2020.0;52092.9;88.900000;10.56;0.25;LB:;07;72;07;-;20;20.0
1088;UX;CMa;072021-1214.5;51869.04;1.858400;10.76;0.42;EB/KE;07;72;21;-;12;14.5
1089;BV;CMa;072031-1913.0;52180.4;106.700000;11.70;0.39;LB;07;72;31;-;19;13.0
1090;BC;CMa;072107-2130.6;51878.6;4.175400;12.59;1.03;CEP;07;72;07;-;21;30.6
1091;RZ;CMa;072133-1641.2;51882.1;4.255200;9.38;0.56;DCEP;07;72;33;-;16;41.2
1092;V0338;CMa;072135-1544.4;52434.5;83.200000;11.62;0.79;SR:;07;72;35;-;15;44.4
1093;V0339;CMa;072135-2027.6;52448.4;99.900000;11.39;0.27;LB:;07;72;35;-;20;27.6
1094;V0340;CMa;072137-2857.7;52952.1;258.000000;11.65;0.34;SR:;07;72;37;-;28;57.7
1095;V0341;CMa;072142-2829.9;52142.1;120.500000;11.29;1.09;SR:;07;72;42;-;28;29.9
1096;AL;CMa;072145-2632.0;51873.42;2.826100;11.01;1.54;CEP;07;72;45;-;26;32.0
1097;V0343;CMa;072149-2838.6;52082.4;51.610000;11.66;0.71;SR:;07;72;49;-;28;38.6
1098;CX;CMa;072201-2552.6;51869.07;0.954620;9.87;0.47;EB/KE;07;72;01;-;25;52.6
1099;TW;CMa;072202-1419.1;51881.2;6.995000;9.29;0.63;DCEP;07;72;02;-;14;19.1
1100;TT;CMa;072202-1457.0;52759.6;299.000000;11.85;1.08;M;07;72;02;-;14;57.0
1101;BW;CMa;072208-1838.4;51869.77;0.526798;12.49;1.00;RRAB;07;72;08;-;18;38.4
1102;DR;CMa;072224-1519.6;52016.2;49.120000;11.35;0.49;LB;07;72;24;-;15;19.6
1103;AM;CMa;072248-2642.9;51874.69;2.545300;12.60;1.07;CEP;07;72;48;-;26;42.9
1104;RR;CMa;072250-1635.4;51869.95;1.196310;12.30;0.89;EA/SD;07;72;50;-;16;35.4
1105;V0344;CMa;072250-2438.4;51967.6;56.810000;13.01;0.91;SR:;07;72;50;-;24;38.4
1106;CY;CMa;072303-2528.2;52069.3;109.000000;10.36;0.58;SRA;07;72;03;-;25;28.2
1107;V0351;CMa;072307-2922.3;52785;320.000000;11.19;1.35;LB:;07;72;07;-;29;22.3
1108;BE;CMa;072339-2258.2;51998.1;68.800000;8.65;0.50;LB;07;72;39;-;22;58.2
1109;DP;CMa;072359-1713.0;51872.3;3.389000;12.55;0.99;EA/SD;07;72;59;-;17;13.0
1110;DD;CMa;072409-1910.8;51871.41;2.008300;11.41;0.76;EA/SD;07;72;09;-;19;10.8
1111;NQ;CMa;072421-2630.4;53300.4;695.000000;9.77;0.27;BE:;07;72;21;-;26;30.4
1112;AO;CMa;072441-2611.3;51883.6;5.819000;10.94;0.27;DCEP;07;72;41;-;26;11.3
1113;RS;CMa;072450-1548.1;52001.9;72.400000;12.06;0.69;LB;07;72;50;-;15;48.1
1114;BX;CMa;072506-2033.8;52141.1;114.400000;9.92;0.88;SRB;07;72;06;-;20;33.8
1115;DE;CMa;072510-2719.3;51869.31;0.695960;11.51;0.70;EA/KE;07;72;10;-;27;19.3
1116;BF;CMa;072518-1833.0;52139.1;61.400000;12.37;0.48;SRA;07;72;18;-;18;33.0
1117;V0347;CMa;072536-1601.6;52807.6;292.000000;12.65;1.45;SR:;07;72;36;-;16;01.6
1118;V0348;CMa;072540-2202.5;51986.7;67.000000;12.10;0.83;SR:;07;72;40;-;22;02.5
1119;SS;CMa;072607-2515.5;51896.5;12.356000;9.46;0.91;DCEP;07;72;07;-;25;15.5
1120;VZ;CMa;072628-2555.6;51879.41;3.126000;9.17;0.40;DCEPS;07;72;28;-;25;55.6
1121;BY;CMa;072629-2755.6;51875;3.185000;12.38;1.05;CEP;07;72;29;-;27;55.6
1122;FX;CMa;072704-1143.3;51934.8;50.790000;8.53;0.19;SRB;07;72;04;-;11;43.3
1123;FY;CMa;072705-2303.8;51869.77;0.777550;11.94;0.53;GCAS;07;72;05;-;23;03.8
1124;FI;CMa;063934-1327.3;51880.2;5.567000;12.26;0.61;SR:;06;63;34;-;13;27.3
1125;V;CMa;064341-3146.9;52437.5;237.000000;9.71;3.59;M;06;64;41;-;31;46.9
1126;EO;CMa;064423-2049.6;52857.5;311.000000;12.71;1.95;M;06;64;23;-;20;49.6
1127;DL;CMa;065149-1902.3;52668.7;421.000000;9.98;3.43;M;06;65;49;-;19;02.3
1128;ET;CMa;065646-1538.3;51877.7;3.694000;13.27;1.74;RR;06;65;46;-;15;38.3
1129;GV;CMa;070814-1830.6;52136.7;114.500000;9.87;0.65;L;07;70;14;-;18;30.6
1130;DU;CMa;071825-1715.5;52732.5;302.000000;10.47;1.14;SRA;07;71;25;-;17;15.5
1131;DX;CMa;072444-1258.0;52003.6;83.200000;11.94;0.93;LB;07;72;44;-;12;58.0
1132;V;CMi;070659+0852.6;53357.6;362.000000;8.37;5.51;M;07;70;59;+;08;52.6
1133;R;CMi;070843+1001.4;53465.9;337.000000;7.22;3.41;M;07;70;43;+;10;01.4
1134;AV;CMi;070911+1211.2;52390.46;2.277800;11.44;0.46;EA;07;70;11;+;12;11.2
1135;AH;CMi;071045+1059.2;52387.941;0.256969;12.73;0.39;RRC:;07;71;45;+;10;59.2
1136;BX;CMi;071046+0753.8;52387.51;1.535080;10.55;0.56;EA;07;71;46;+;07;53.8
1137;WW;CMi;071106+0404.7;52294;176.500000;11.53;2.82;M;07;71;06;+;04;04.7
1138;BZ;CMi;071152+0404.1;51919.83;2.545955;11.56;0.80;EA:;07;71;52;+;04;04.1
1139;VZ;CMi;071203+1118.3;52471.8;29.705000;11.29;0.16;M;07;71;03;+;11;18.3
1140;XX;CMi;071258+0237.5;52223.6;197.535719;12.01;1.10;SR:;07;71;58;+;02;37.5
1141;AX;CMi;071305+0844.2;52390.02;1.000000;12.63;0.43;SRB:;07;71;05;+;08;44.2
1142;BK;CMi;071539+0503.7;53105.6;223.000000;9.24;0.75;SR;07;71;39;+;05;03.7
1143;XY;CMi;071643+0307.0;52463.2;269.000000;11.41;2.25;L;07;71;43;+;03;07.0
1144;AA;CMi;071719+0143.7;51871.25;0.476323;11.12;0.99;RRAB;07;71;19;+;01;43.7
1145;WZ;CMi;071849+0243.4;52925.7;319.000000;11.27;3.66;M;07;71;49;+;02;43.4
1146;BD;CMi;072025+0922.9;52566.9;58.360000;10.00;0.33;LB:;07;72;25;+;09;22.9
1147;RU;CMi;072140+0317.3;52688.3;102.200000;13.15;0.89;L;07;72;40;+;03;17.3
1148;X;CMi;072145+0221.4;51889.63;0.571400;12.39;0.91;RRAB;07;72;45;+;02;21.4
1149;RV;CMi;072151+0414.7;52033.37;0.625457;12.85;1.20;RRAB;07;72;51;+;04;14.7
1150;RZ;CMi;072341+0646.9;52873.8;204.000000;11.57;1.45;SR;07;72;41;+;06;46.9
1151;BL;CMi;072349+0137.0;51892.9;5.904100;11.53;0.42;E:;07;72;49;+;01;37.0
1152;ZZ;CMi;072414+0853.8;52537.6;72.015220;9.90;0.58;SR;07;72;14;+;08;53.8
1153;AP;CMi;072443-0007.3;51876.1;4.325800;11.69;0.63;EA;07;72;43;-;00;07.3
1154;SS;CMi;072451+0533.6;52886.1;269.000000;11.74;1.13;SR;07;72;51;+;05;33.6
1155;CC;CMi;072451+1208.2;52700.2;112.500000;12.04;0.87;SR:;07;72;51;+;12;08.2
1156;CD;CMi;072527+1018.3;52568.4;59.300000;11.93;0.36;SR;07;72;27;+;10;18.3
1157;ST;CMi;072600+0631.7;52608.8;96.500000;11.76;0.91;SRB;07;72;00;+;06;31.7
1158;CF;CMi;072633+1003.8;52509.8;62.981841;13.12;0.58;SR;07;72;33;+;10;03.8
1159;CG;CMi;072647+0226.0;52711.1;284.622667;12.08;0.73;LB;07;72;47;+;02;26.0
1160;SU;CMi;072733+0503.8;52755.5;115.814953;12.37;0.73;SR;07;72;33;+;05;03.8
1161;CH;CMi;072744+0919.1;52787.7;131.300000;12.21;0.55;SR:;07;72;44;+;09;19.1
1162;AC;CMi;072950+1036.9;52396.73;0.867231;11.38;0.61;EA/DW;07;72;50;+;10;36.9
1163;BF;CMi;073019+0431.4;52397.68;2.361300;10.73;0.41;EA/SD:;07;73;19;+;04;31.4
1164;S;CMi;073243+0819.1;53512;334.000000;7.88;3.98;M;07;73;43;+;08;19.1
1165;CI;CMi;073318+1102.2;52398.73;1.000000;13.49;0.67;SR:;07;73;18;+;11;02.2
1166;T;CMi;073400+1144.0;53430.1;323.000000;10.26;3.11;M;07;73;00;+;11;44.0
1167;Z;CMi;073431+0253.9;52773.1;210.400720;12.58;1.01;SR;07;73;31;+;02;53.9
1168;BQ;CMi;073503+0611.7;52500.3;35.071577;7.79;0.18;SRA:;07;73;03;+;06;11.7
1169;AI;CMi;073541+0015.0;52771.4;264.000000;7.89;1.57;L:;07;73;41;+;00;15.0
1170;CK;CMi;073548+1101.2;52775.7;240.000000;11.51;1.17;SR:;07;73;48;+;11;01.2
1171;RR;CMi;073559+0617.7;52601.6;64.900000;11.86;0.58;SR;07;73;59;+;06;17.7
1172;BE;CMi;073629+0204.7;52089.6;66.853486;8.97;0.36;LB;07;73;29;+;02;04.7
1173;SZ;CMi;073649+0414.4;52269.7;117.413268;11.49;0.49;SR;07;73;49;+;04;14.4
1174;CL;CMi;073948+0312.7;52199;135.500000;11.66;0.75;SR:;07;73;48;+;03;12.7
1175;CM;CMi;074001+0559.3;52658.9;80.500000;12.21;0.42;SR:;07;74;01;+;05;59.3
1176;AK;CMi;074015+0357.1;51920.04;0.565896;10.54;0.73;EA/SD;07;74;15;+;03;57.1
1177;TX;CMi;074020+0442.7;52396.83;0.389218;13.39;0.99;EW/KW;07;74;20;+;04;42.7
1178;TY;CMi;074053+0252.5;51922.17;1.299050;12.63;0.96;EA;07;74;53;+;02;52.5
1179;U;CMi;074120+0822.8;53460.2;406.000000;8.99;4.19;M;07;74;20;+;08;22.8
1180;UU;CMi;074235+0654.0;53002.3;175.100000;12.45;1.24;LB:;07;74;35;+;06;54.0
1181;UV;CMi;074419+0426.8;52382.5;179.800000;11.28;1.04;LB;07;74;19;+;04;26.8
1182;UV;CMi;074420+0426.7;52576.7;179.800000;11.21;1.04;LB;07;74;20;+;04;26.7
1183;UW;CMi;074516+0110.9;52523.6;351.000000;11.79;2.71;M;07;74;16;+;01;10.9
1184;UW;CMi;074517+0111.0;52523.6;351.000000;11.79;2.70;M;07;74;17;+;01;11.0
1185;UX;CMi;074534+0512.5;52535.3;46.464955;9.32;0.47;SRA;07;74;34;+;05;12.5
1186;W;CMi;074845+0523.6;52507.8;66.827712;8.82;0.17;SRB;07;74;45;+;05;23.6
1187;AL;CMi;074857+0538.2;52388.89;0.550514;11.60;0.77;RRAB;07;74;57;+;05;38.2
1188;AM;CMi;075018+0157.3;51885.31;1.019200;10.25;0.40;EB/KE;07;75;18;+;01;57.3
1189;CW;CMi;075046-0000.1;51871.051;0.313197;10.96;0.40;EW/K;07;75;46;-;00;00.1
1190;UZ;CMi;075052+0339.1;52026.6;0.551360;11.36;0.70;EW/DW;07;75;52;+;03;39.1
1191;BB;CMi;075125+0454.6;52388.25;0.792860;10.16;0.47;RRC;07;75;25;+;04;54.6
1192;VV;CMi;075137+0329.2;52858.5;325.000000;11.58;2.48;M;07;75;37;+;03;29.2
1193;CO;CMi;075211+1029.0;52748.7;141.100000;12.97;0.97;SR:;07;75;11;+;10;29.0
1194;VW;CMi;075241+0317.0;52358.7;207.600000;12.53;0.40;SR;07;75;41;+;03;17.0
1195;AD;CMi;075247+0135.8;51884.976;0.122974;9.23;0.30;DSCT;07;75;47;+;01;35.8
1196;XZ;CMi;075406+0339.4;52026.59;0.578801;10.00;0.41;EA;07;75;06;+;03;39.4
1197;BS;CMi;075632+0624.4;52545;44.735966;7.76;0.08;SRD:;07;75;32;+;06;24.4
1198;AF;CMi;075939+0030.5;52502.5;298.000000;11.20;3.31;M;07;75;39;+;00;30.5
1199;CQ;CMi;075954+0150.3;52703.6;231.313309;13.45;0.80;SR:;07;75;54;+;01;50.3
1200;BH;CMi;080236+0143.8;51885.2;0.559245;10.10;0.31;EW;08;80;36;+;01;43.8
1201;CR;CMi;080603+0309.8;52221;91.737732;11.34;0.55;SR:;08;80;03;+;03;09.8
1202;CS;CMi;080622+0323.0;52448.4;242.462864;12.31;0.73;SR:;08;80;22;+;03;23.0
1203;YY;CMi;080639+0155.7;52027.61;1.094010;8.50;0.75;EB;08;80;39;+;01;55.7
1204;CT;CMi;080816+0043.6;51943.5;29.680000;11.46;0.11;SR:;08;80;16;+;00;43.6
1205;CU;CMi;080925+0508.4;52497.6;66.300000;12.25;0.73;SR:;08;80;25;+;05;08.4
1206;CV;CMi;081109+0040.5;51959.4;38.556055;10.53;0.16;SR:;08;81;09;+;00;40.5
1207;FO;Cnc;080205+2458.6;52668.6;24.939315;8.59;0.08;LB:;08;80;05;+;24;58.6
1208;UU;Cnc;080231+1510.7;52670.1;96.600000;8.67;0.43;EB/GS;08;80;31;+;15;10.7
1209;VX;Cnc;080254+1859.7;52745.3;33.488985;9.81;0.41;SRB;08;80;54;+;18;59.7
1210;UZ;Cnc;080323+1910.9;52633.1;11.577000;10.82;0.79;EA/DM;08;80;23;+;19;10.9
1211;SS;Cnc;080626+2315.1;52623.301;0.211504;11.61;1.21;RRAB;08;80;26;+;23;15.1
1212;WZ;Cnc;080849+1644.9;52693.7;48.940605;9.39;0.30;SRB;08;80;49;+;16;44.9
1213;VV;Cnc;081116+1908.9;52844.8;66.100000;9.26;0.54;LB;08;81;16;+;19;08.9
1214;SU;Cnc;081331+1348.1;53036.3;183.000000;11.34;3.60;M;08;81;31;+;13;48.1
1215;VW;Cnc;081338+1011.9;53056.8;376.000000;11.66;3.04;M;08;81;38;+;10;11.9
1216;TV;Cnc;081419+0834.4;53259;264.000000;9.90;5.21;M;08;81;19;+;08;34.4
