AA And;23.0896666666667;47.6763833333333
AB And;23.19225;36.89305
AC And;23.3006388888889;48.7827833333333
AD And;23.6125;48.6711166666667
AH And;2.0985;40.7241666666667
AI And;23.3052222222222;48.9586166666667
AK And;23.3532222222222;50.0033333333333
AL And;23.4451666666667;45.2488833333333
alf And;0.139805555555556;29.09055
AM And;0.0854166666666667;48.4513833333333
AN And;23.3064722222222;41.7736166666667
AO And;23.2998888888889;46.7533333333333
AP And;23.8251944444444;45.7891666666667
AQ And;0.458805555555556;35.5875
AS And;23.6505;47.24695
AT And;23.7085555555556;43.01445
AX And;2.54613888888889;46.4891666666667
AZ And;23.0641666666667;48.865
BB And;0.295527777777778;45.1477833333333
BD And;23.1181111111111;50.9586166666667
BG And;23.5165;43.26555
BI And;2.43175;38.1227833333333
BK And;23.585;41.1027833333333
BL And;23.1900833333333;51.8752833333333
BO And;22.9772777777778;45.5311166666667
BP And;23.0164166666667;50.0191666666667
BQ And;23.03475;51.59445
BR And;23.0877222222222;52.1777833333333
BS And;23.2130555555556;51.8738833333333
BT And;23.3926111111111;48.45305
BU And;23.3944166666667;39.72695
BW And;1.94252777777778;39.0811166666667
BX And;2.15094444444444;40.7941666666667
CC And;0.73;42.2822166666667
CD And;1.44122222222222;44.35695
CG And;0.0121111111111111;45.2533333333333
CH And;1.60294444444444;44.875
CI And;1.91897222222222;43.76555
CL And;23.2476388888889;50.7741666666667
CM And;23.7185;35.4791666666667
CN And;0.341805555555556;40.2261166666667
CO And;1.19022222222222;46.9636166666667
CP And;2.21422222222222;45.6311166666667
CQ And;2.52555555555556;45.9436166666667
CS And;22.9682777777778;48.75945
CU And;23.0171111111111;49.9736166666667
CV And;23.0166666666667;50.3088833333333
CX And;23.1235;50.76445
CZ And;23.15025;49.6141666666667
DE And;23.2905833333333;48.5516666666667
DF And;23.3111944444444;48.1891666666667
DG And;23.3884166666667;52.1827833333333
DH And;23.4107222222222;49.05055
DK And;23.4794166666667;50.5747166666667
DL And;23.4964166666667;48.9552833333333
DM And;23.5335277777778;35.1966666666667
DO And;0.182527777777778;42.1111166666667
DQ And;0.992916666666667;45.4066666666667
DR And;1.08630555555556;34.2183333333333
DS And;1.96280555555556;38.07445
DT And;2.28116666666667;48.9011166666667
DU And;2.50869444444444;40.8425
DY And;23.9783888888889;41.4888833333333
EE And;0.552194444444445;26.04055
EF And;0.662194444444444;46.55555
EH And;1.05352777777778;45.8683333333333
EK And;1.27041666666667;41.73945
EM And;1.47058333333333;50.0041666666667
EP And;1.70813888888889;44.7616666666667
ER And;22.9821111111111;39.31555
ET And;23.2988888888889;45.4888833333333
EV And;23.38725;45.4163833333333
EX And;23.6644166666667;47.75055
EY And;23.7506388888889;43.9238833333333
EZ And;23.8477222222222;43.0791666666667
FI And;0.944416666666667;37.2636166666667
FK And;1.11752777777778;37.4847166666667
FL And;1.13372222222222;36.88945
FM And;1.14633333333333;36.6233333333333
FT And;2.51419444444444;38.2502833333333
GH And;23.6278888888889;50.2427833333333
GK And;23.8964444444444;45.57945
GM And;0.001;35.3627833333333
GN And;0.502055555555556;29.7516666666667
GO And;0.838416666666667;45.0022166666667
GP And;0.921694444444444;23.1636166666667
GT And;0.75275;41.5086166666667
GU And;2.57538888888889;40.0683333333333
GV And;23.2201666666667;36.9011166666667
GW And;0.585944444444444;41.6677833333333
GZ And;2.20391666666667;44.65945
HK And;0.775527777777778;45.0963833333333
HL And;0.965666666666667;38.4513833333333
HM And;1.08144444444444;45.0272166666667
HN And;1.40519444444444;43.1422166666667
HR And;0.562972222222222;44.06945
HS And;0.576055555555556;41.3347166666667
HU And;0.65825;40.0833333333333
HX And;0.702138888888889;38.36
II And;0.726527777777778;43.5652833333333
IK And;0.750055555555556;43.2558333333333
IL And;0.770416666666667;39.7688833333333
IM And;0.779694444444444;39.6427833333333
IN And;0.799416666666667;43.9988833333333
IP And;0.917611111111111;40.61695
IQ And;0.925861111111111;38.3677833333333
IR And;0.931305555555556;40.6297166666667
IS And;0.950472222222222;45.1638833333333
IT And;0.955694444444444;41.6458333333333
IU And;0.958277777777778;42.36055
IY And;1.04786111111111;45.1897166666667
KK And;1.57127777777778;37.2372166666667
KN And;2.60244444444444;38.1561166666667
KU And;0.114666666666667;43.0836166666667
lam And;23.6260555555556;46.45805
LM And;2.18591666666667;48.85945
LO And;23.4518611111111;45.5561166666667
LY And;2.36458333333333;38.6283333333333
MO And;2.39825;39.9841666666667
MW And;2.52472222222222;39.6888833333333
OT And;23.3336666666667;41.7547166666667
OV And;0.346666666666667;40.8316666666667
PU And;0.756888888888889;40.8033333333333
QW And;1.31341666666667;49.6602833333333
QX And;1.96605555555556;37.8061166666667
R And;0.400527777777778;38.57695
RR And;0.856472222222222;34.37695
RS And;23.9226944444444;48.6383333333333
RT And;23.1861388888889;53.0258333333333
RU And;1.64341666666667;38.67055
RV And;2.18405555555556;48.9458333333333
RW And;0.788583333333333;32.6858333333333
RY And;23.34375;39.62055
ST And;23.6458611111111;35.7725
SV And;0.07225;40.11
SW And;0.395305555555556;29.4011166666667
SX And;1.55997222222222;46.5202833333333
SY And;0.221222222222222;43.7113833333333
SZ And;22.9929166666667;42.84195
T And;0.373083333333333;26.9961166666667
TT And;23.2230277777778;46.1475
TU And;0.539638888888889;26.02945
TV And;22.9675;42.7363833333333
TW And;0.0550555555555556;32.8458333333333
TX And;1.36622222222222;38.6952833333333
U And;1.25825;40.7188833333333
UU And;0.729194444444444;30.9388833333333
UW And;0.236361111111111;29.0225
UZ And;1.26977777777778;41.74945
